customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-06436,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),34.56,1444.15,No
CUST-06437,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.01,448.85,Yes
CUST-06438,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.29,1068.28,No
CUST-06439,Female,1,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),49.95,1422.09,No
CUST-06440,Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,64.92,1964.1,Yes
CUST-06441,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,382.59,No
CUST-06442,Female,1,No,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.94,4148.85,Yes
CUST-06443,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,51.1,580.54,No
CUST-06444,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,51.48,3156.0,No
CUST-06445,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.52,1545.32,Yes
CUST-06446,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.57,1369.41,No
CUST-06447,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.43,1060.35,Yes
CUST-06448,Female,0,Yes,Yes,69,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),47.08,3186.43,No
CUST-06449,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,59.37,1942.03,No
CUST-06450,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.13,961.03,No
CUST-06451,Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,64.86,855.66,Yes
CUST-06452,Male,1,No,Yes,49,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.49,2845.87,No
CUST-06453,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.68,1162.84,No
CUST-06454,Female,1,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.78,18.0,No
CUST-06455,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,53.17,654.9,Yes
CUST-06456,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,46.33,1112.47,No
CUST-06457,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),69.29,118.58,No
CUST-06458,Male,0,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.29,1973.49,No
CUST-06459,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.13,96.49,No
CUST-06460,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.62,2061.11,No
CUST-06461,Male,0,Yes,No,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.65,2017.36,No
CUST-06462,Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.68,528.74,No
CUST-06463,Female,1,No,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,84.85,4272.36,Yes
CUST-06464,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.88,827.11,Yes
CUST-06465,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),84.75,185.54,Yes
CUST-06466,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.4,1443.93,No
CUST-06467,Male,0,No,No,15,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,58.43,889.54,No
CUST-06468,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.86,3390.09,Yes
CUST-06469,Female,0,No,No,21,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),64.31,1347.17,Yes
CUST-06470,Male,0,No,Yes,41,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),63.04,2568.57,No
CUST-06471,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.86,134.16,No
CUST-06472,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.08,18.0,Yes
CUST-06473,Male,1,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.22,1625.51,Yes
CUST-06474,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),55.7,1210.02,No
CUST-06475,Female,0,No,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.56,2672.95,No
CUST-06476,Female,0,No,No,65,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,42.92,2798.86,No
CUST-06477,Female,0,Yes,No,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.01,2256.63,No
CUST-06478,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.09,5032.3,Yes
CUST-06479,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.32,3100.32,No
CUST-06480,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.94,2230.87,No
CUST-06481,Male,0,No,No,57,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36.35,2047.36,Yes
CUST-06482,Male,1,Yes,No,43,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),56.89,2436.32,No
CUST-06483,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,67.8,899.93,Yes
CUST-06484,Male,1,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.52,1699.55,No
CUST-06485,Male,0,Yes,No,51,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),54.11,2738.21,No
CUST-06486,Male,1,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.06,1706.63,No
CUST-06487,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.06,4518.46,Yes
CUST-06488,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.91,790.78,No
CUST-06489,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.23,1887.86,No
CUST-06490,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),44.66,637.65,No
CUST-06491,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.01,2572.19,Yes
CUST-06492,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.89,203.31,No
CUST-06493,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.64,761.02,No
CUST-06494,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),66.48,3320.29,Yes
CUST-06495,Male,0,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.95,1611.45,Yes
CUST-06496,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.47,3697.67,Yes
CUST-06497,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,54.31,168.79,Yes
CUST-06498,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),69.17,1799.48,Yes
CUST-06499,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,73.17,2472.7,No
CUST-06500,Male,0,No,Yes,26,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.23,1651.37,No
CUST-06501,Female,1,Yes,Yes,40,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.7,2520.0,Yes
CUST-06502,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,36.87,1116.18,Yes
CUST-06503,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.92,1469.79,No
CUST-06504,Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,63.51,138.77,No
CUST-06505,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,61.68,4478.74,Yes
CUST-06506,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.13,545.26,Yes
CUST-06507,Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.55,310.73,No
CUST-06508,Male,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.58,2088.47,Yes
CUST-06509,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),73.92,219.32,Yes
CUST-06510,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.18,1862.01,No
CUST-06511,Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.83,1035.96,Yes
CUST-06512,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.76,1680.41,Yes
CUST-06513,Female,1,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),65.23,3832.44,No
CUST-06514,Male,1,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.66,3068.97,Yes
CUST-06515,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.06,691.7,Yes
CUST-06516,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.52,56.18,No
CUST-06517,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,83.2,806.84,No
CUST-06518,Female,1,No,Yes,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,50.73,2608.58,No
CUST-06519,Male,0,No,Yes,38,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,52.66,1926.91,No
CUST-06520,Male,1,No,No,15,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,37.97,576.24,No
CUST-06521,Male,0,No,No,41,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),65.7,2699.62,Yes
CUST-06522,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.37,1363.0,No
CUST-06523,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.92,1745.74,Yes
CUST-06524,Male,0,No,Yes,54,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.48,3291.44,No
CUST-06525,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.78,1708.34,No
CUST-06526,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.39,812.92,No
CUST-06527,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.88,627.52,No
CUST-06528,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.77,2165.25,No
CUST-06529,Male,1,Yes,Yes,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.97,391.55,Yes
CUST-06530,Male,1,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,82.36,3781.24,Yes
CUST-06531,Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),55.62,322.72,No
CUST-06532,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.76,4958.07,No
CUST-06533,Male,0,No,Yes,16,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),50.7,736.6,No
CUST-06534,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.79,1049.86,No
CUST-06535,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.44,1169.2,No
CUST-06536,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,85.61,5798.04,No
CUST-06537,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.19,4595.36,Yes
CUST-06538,Male,1,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),22.42,850.98,No
CUST-06539,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),82.49,5039.17,No
CUST-06540,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,72.72,1740.79,No
CUST-06541,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,53.25,274.73,Yes
CUST-06542,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.05,997.49,No
CUST-06543,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.08,2010.36,No
CUST-06544,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),76.68,4395.0,No
CUST-06545,Female,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,82.46,1149.81,No
CUST-06546,Male,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),64.17,2828.66,Yes
CUST-06547,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.86,278.94,Yes
CUST-06548,Female,1,No,Yes,23,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,57.13,1282.25,No
CUST-06549,Male,0,Yes,Yes,62,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.88,2948.44,No
CUST-06550,Male,1,No,No,17,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,46.85,731.85,Yes
CUST-06551,Male,0,No,No,70,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.08,4240.84,No
CUST-06552,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,48.12,1305.5,No
CUST-06553,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.94,1001.06,Yes
CUST-06554,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.19,727.34,Yes
CUST-06555,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),93.63,4175.56,No
CUST-06556,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,70.73,1427.28,Yes
CUST-06557,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.3,1514.08,No
CUST-06558,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.12,1502.88,No
CUST-06559,Male,1,No,Yes,64,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),56.24,3651.56,No
CUST-06560,Male,0,Yes,Yes,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,79.97,4173.43,No
CUST-06561,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),64.07,2721.65,Yes
CUST-06562,Male,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,69.6,1228.39,Yes
CUST-06563,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.27,1379.92,No
CUST-06564,Male,0,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.26,3182.68,No
CUST-06565,Female,0,No,No,71,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),69.98,5032.32,No
CUST-06566,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.95,19.54,Yes
CUST-06567,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.45,750.97,No
CUST-06568,Male,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,66.9,3253.3,No
CUST-06569,Male,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),66.99,2330.13,No
CUST-06570,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),87.74,5864.79,No
CUST-06571,Male,0,No,No,35,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.34,1516.05,No
CUST-06572,Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,61.67,534.88,Yes
CUST-06573,Female,1,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.04,1084.92,Yes
CUST-06574,Male,1,Yes,No,60,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,64.79,3849.22,No
CUST-06575,Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.38,1150.61,No
CUST-06576,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.24,321.08,No
CUST-06577,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,62.87,4421.77,No
CUST-06578,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.37,3437.13,Yes
CUST-06579,Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.48,316.43,Yes
CUST-06580,Female,0,No,No,61,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.57,3094.26,No
CUST-06581,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.36,1456.57,No
CUST-06582,Female,0,Yes,No,50,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.28,3693.12,No
CUST-06583,Female,0,Yes,No,50,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.05,2517.44,Yes
CUST-06584,Female,0,Yes,Yes,48,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,57.23,2836.44,Yes
CUST-06585,Female,0,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.13,680.29,No
CUST-06586,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,180.99,Yes
CUST-06587,Male,0,No,No,29,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.8,1713.05,Yes
CUST-06588,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.97,1510.96,No
CUST-06589,Female,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.34,1573.34,No
CUST-06590,Male,0,No,No,6,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),46.4,349.39,No
CUST-06591,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),27.77,778.8,No
CUST-06592,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,67.71,824.5,Yes
CUST-06593,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),55.88,2907.77,Yes
CUST-06594,Male,0,No,No,70,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.03,4387.86,No
CUST-06595,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.14,130.24,No
CUST-06596,Female,0,Yes,No,58,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.58,3316.31,No
CUST-06597,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,67.41,2444.18,Yes
CUST-06598,Male,1,Yes,No,48,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.88,1942.74,No
CUST-06599,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.24,3287.26,Yes
CUST-06600,Female,1,No,No,66,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,51.66,3493.8,No
CUST-06601,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.0,680.87,Yes
CUST-06602,Female,0,Yes,No,66,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),69.85,4578.99,No
CUST-06603,Female,0,No,No,60,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,60.05,3577.69,No
CUST-06604,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),73.36,3013.31,Yes
CUST-06605,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),60.57,1951.43,Yes
CUST-06606,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.31,1893.38,No
CUST-06607,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,65.73,353.18,No
CUST-06608,Male,0,No,No,67,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,77.94,5232.44,No
CUST-06609,Male,0,Yes,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,1167.32,No
